EWR-PIT,461042,19,24265.37,3453,EWR,PIT,US,US,1072,domestic
CDG-FLL,460997,19,24263.0,3454,CDG,FLL,FR,US,1073,international
MSY-LGA,460774,19,24251.264,3455,MSY,LGA,US,US,1074,domestic
PHL-PBI,460729,19,24248.895,3456,PHL,PBI,US,US,1075,domestic
DFW-MCO,460676,19,24246.105,3457,DFW,MCO,US,US,1076,domestic
PHX-LAS,460003,19,24210.684,3460,PHX,LAS,US,US,1077,domestic
VCE-JFK,459843,19,24202.264,3462,VCE,JFK,IT,US,1078,international
IAH-ORD,459800,19,24200.0,3463,IAH,ORD,US,US,1079,domestic
FLL-SJO,459587,19,24188.79,3467,FLL,SJO,US,CR,1080,international
LAX-MSY,459456,19,24181.895,3469,LAX,MSY,US,US,1081,domestic
PHL-ATL,459287,19,24173.0,3470,PHL,ATL,US,US,1082,domestic
MSY-JFK,458731,19,24143.736,3471,MSY,JFK,US,US,1083,domestic
LGA-IST,458293,17,24120.684,3474,LGA,IST,US,TR,1084,international
MSP-LAS,457092,19,24057.475,3480,MSP,LAS,US,US,1085,domestic
IAD-CUN,455762,19,23987.475,3486,IAD,CUN,US,MX,1086,international
BOS-CDG,455264,19,23961.264,3489,BOS,CDG,US,FR,1087,international
MDE-FLL,454708,19,23932.0,3493,MDE,FLL,CO,US,1088,international
VCE-EWR,454392,19,23915.37,3497,VCE,EWR,IT,US,1089,international
MIA-DFW,452686,19,23825.578,3512,MIA,DFW,US,US,1090,domestic
SNA-DCA,452213,19,23800.684,3515,SNA,DCA,US,US,1091,domestic
BOM-LAX,452035,19,23791.316,3517,BOM,LAX,IN,US,1092,international
LAX-IST,450753,19,23723.842,3523,LAX,IST,US,TR,1093,international
SJC-DCA,450420,19,23706.316,3525,SJC,DCA,US,US,1094,domestic
LAX-AKL,449361,19,23650.578,3533,LAX,AKL,US,NZ,1095,international
SFO-SYD,448486,19,23604.525,3538,SFO,SYD,US,AU,1096,international
HOU-JFK,447456,14,23550.316,3543,HOU,JFK,US,US,1097,domestic
EWR-WAW,446891,19,23520.578,3546,EWR,WAW,US,PL,1098,international
SAN-ORD,444262,19,23382.21,3557,SAN,ORD,US,US,1099,domestic
SCL-FLL,443992,19,23368.0,3559,SCL,FLL,CL,US,1100,international
PBI-PHL,443971,19,23366.895,3560,PBI,PHL,US,US,1101,domestic
SJC-OGG,443875,19,23361.842,3561,SJC,OGG,US,US,1102,domestic
IAD-DEL,443009,19,23316.264,3567,IAD,DEL,US,IN,1103,international
YYZ-SNA,442273,19,23277.525,3570,YYZ,SNA,CA,US,1104,international
ATL-PHL,442216,19,23274.525,3571,ATL,PHL,US,US,1105,domestic
SLC-LGB,441693,12,23247.0,3573,SLC,LGB,US,US,1106,domestic
ORD-FCO,440998,19,23210.422,3577,ORD,FCO,US,IT,1107,international
AMD-EWR,440584,19,23188.63,3579,AMD,EWR,IN,US,1108,international
ORD-BOM,440131,19,23164.79,3581,ORD,BOM,US,IN,1109,international
DXB-LAX,440049,19,23160.475,3582,DXB,LAX,AE,US,1110,international
MIA-SNA,439985,19,23157.105,3584,MIA,SNA,US,US,1111,domestic
LGA-PIT,439461,19,23129.525,3587,LGA,PIT,US,US,1112,domestic
LAX-BNA,437490,19,23025.79,3601,LAX,BNA,US,US,1113,domestic
FLL-DFW,436251,19,22960.578,3606,FLL,DFW,US,US,1114,domestic
MIA-CLO,435959,19,22945.21,3607,MIA,CLO,US,CO,1115,international
MEX-LAS,434750,19,22881.578,3614,MEX,LAS,MX,US,1116,international
MCO-MEX,433485,19,22815.0,3619,MCO,MEX,US,MX,1117,international
SNA-GUA,433466,19,22814.0,3620,SNA,GUA,US,GT,1118,international
JFK-MDE,432154,19,22744.947,3625,JFK,MDE,US,CO,1119,international
LGA-HNL,431508,19,22710.947,3627,LGA,HNL,US,US,1120,domestic
GDL-SNA,430948,19,22681.475,3631,GDL,SNA,MX,US,1121,international
DEN-DFW,430547,19,22660.37,3635,DEN,DFW,US,US,1122,domestic
LGA-GRU,430271,19,22645.842,3638,LGA,GRU,US,BR,1123,international
CUN-MIA,430047,19,22634.053,3641,CUN,MIA,MX,US,1124,international
HOU-LAX,429521,19,22606.37,3648,HOU,LAX,US,US,1125,domestic
EWR-HYD,429230,19,22591.053,3649,EWR,HYD,US,IN,1126,international
BOS-PBI,429141,19,22586.37,3650,BOS,PBI,US,US,1127,domestic
DCA-CDG,428625,19,22559.21,3654,DCA,CDG,US,FR,1128,international
SJC-SLC,428455,19,22550.264,3655,SJC,SLC,US,US,1129,domestic
FLL-SFO,427752,19,22513.264,3657,FLL,SFO,US,US,1130,domestic
MSP-EWR,426983,19,22472.79,3662,MSP,EWR,US,US,1131,domestic
ORD-MSP,426535,19,22449.21,3664,ORD,MSP,US,US,1132,domestic
IAD-LGW,426212,10,22432.21,3666,IAD,LGW,US,GB,1133,international
DFW-PBI,425775,19,22409.21,3672,DFW,PBI,US,US,1134,domestic
MIA-SEA,425326,19,22385.578,3673,MIA,SEA,US,US,1135,domestic
SEA-HNL,425168,19,22377.264,3675,SEA,HNL,US,US,1136,domestic
ATL-DEN,424130,19,22322.63,3683,ATL,DEN,US,US,1137,domestic
LGA-PUJ,423952,19,22313.264,3684,LGA,PUJ,US,DO,1138,international
FLL-BWI,423324,17,22280.21,3690,FLL,BWI,US,US,1139,domestic
PHL-BOS,423130,19,22270.0,3694,PHL,BOS,US,US,1140,domestic
AEP-MIA,422861,19,22255.842,3698,AEP,MIA,AR,US,1141,international
DCA-CUN,422275,19,22225.0,3701,DCA,CUN,US,MX,1142,international
SEA-MIA,422158,19,22218.842,3703,SEA,MIA,US,US,1143,domestic
BUR-GDL,422093,19,22215.422,3704,BUR,GDL,US,MX,1144,international
LHR-AUS,422028,19,22212.0,3705,LHR,AUS,GB,US,1145,international
EWR-PDX,421564,19,22187.578,3707,EWR,PDX,US,US,1146,domestic
MCO-LAS,421491,19,22183.736,3709,MCO,LAS,US,US,1147,domestic
JFK-PIT,421333,19,22175.422,3710,JFK,PIT,US,US,1148,domestic
SJO-FLL,421226,19,22169.79,3711,SJO,FLL,CR,US,1149,international
LAX-BOG,421098,19,22163.053,3713,LAX,BOG,US,CO,1150,international
ORD-TPA,421072,19,22161.684,3715,ORD,TPA,US,US,1151,domestic
VCP-MCO,419251,17,22065.842,3724,VCP,MCO,BR,US,1152,international
HOU-MIA,418803,19,22042.264,3728,HOU,MIA,US,US,1153,domestic
MCO-IAH,418684,19,22036.0,3730,MCO,IAH,US,US,1154,domestic
SFO-BCN,418578,19,22030.422,3732,SFO,BCN,US,ES,1155,international
SJC-MIA,417733,19,21985.947,3736,SJC,MIA,US,US,1156,domestic
ONT-ATL,417709,19,21984.684,3738,ONT,ATL,US,US,1157,domestic
LAX-BOM,417182,19,21956.947,3741,LAX,BOM,US,IN,1158,international
PHL-ORD,416983,19,21946.475,3743,PHL,ORD,US,US,1159,domestic
MIA-SJU,416205,19,21905.525,3747,MIA,SJU,US,US,1160,domestic
LAX-DXB,415810,19,21884.736,3749,LAX,DXB,US,AE,1161,international
ORD-HYD,415156,19,21850.316,3753,ORD,HYD,US,IN,1162,international
SJC-DEN,414940,19,21838.947,3755,SJC,DEN,US,US,1163,domestic
LGA-LIM,414487,19,21815.105,3763,LGA,LIM,US,PE,1164,international
HOU-EWR,414383,14,21809.63,3765,HOU,EWR,US,US,1165,domestic
DFW-HYD,413622,19,21769.578,3769,DFW,HYD,US,IN,1166,international
MIA-SFO,413594,19,21768.105,3770,MIA,SFO,US,US,1167,domestic
ONT-GDL,413524,19,21764.422,3771,ONT,GDL,US,MX,1168,international
MIA-LIS,412797,19,21726.158,3774,MIA,LIS,US,PT,1169,international
SNA-ATL,412471,19,21709.0,3776,SNA,ATL,US,US,1170,domestic
JFK-PDX,412273,19,21698.578,3777,JFK,PDX,US,US,1171,domestic
BOS-YTZ,412086,15,21688.736,3780,BOS,YTZ,US,CA,1172,international
IAD-LGA,412076,19,21688.21,3781,IAD,LGA,US,US,1173,domestic
EWR-MSP,411497,19,21657.736,3786,EWR,MSP,US,US,1174,domestic
SFO-MCO,411325,19,21648.684,3789,SFO,MCO,US,US,1175,domestic
SJU-LGA,411306,19,21647.684,3790,SJU,LGA,US,US,1176,domestic
SFO-SFO,411228,19,21643.578,3792,SFO,SFO,US,US,1177,domestic
EWR-MBJ,411163,19,21640.158,3794,EWR,MBJ,US,JM,1178,international
VIE-LGA,410889,19,21625.736,3795,VIE,LGA,AT,US,1179,international
BER-JFK,410826,19,21622.422,3796,BER,JFK,DE,US,1180,international
PDX-OAK,410740,19,21617.895,3799,PDX,OAK,US,US,1181,domestic
PBI-BOS,410689,19,21615.21,3800,PBI,BOS,US,US,1182,domestic
HNL-HND,410441,19,21602.158,3802,HNL,HND,US,JP,1183,international
HNL-NRT,410381,19,21599.0,3803,HNL,NRT,US,JP,1184,international
DFW-LHR,410279,19,21593.63,3804,DFW,LHR,US,GB,1185,international
LGA-ROC,409205,19,21537.105,3808,LGA,ROC,US,US,1186,domestic
MXP-MIA,408945,19,21523.422,3809,MXP,MIA,IT,US,1187,international
HNL-SAN,408151,19,21481.63,3813,HNL,SAN,US,US,1188,domestic
BOM-ORD,407568,19,21450.947,3816,BOM,ORD,IN,US,1189,international
CUN-FLL,407324,19,21438.105,3817,CUN,FLL,MX,US,1190,international
BWI-SNA,407202,13,21431.684,3818,BWI,SNA,US,US,1191,domestic
LAX-HOU,406437,19,21391.422,3823,LAX,HOU,US,US,1192,domestic
JFK-YVR,405025,19,21317.105,3833,JFK,YVR,US,CA,1193,international
SNA-IAD,404977,19,21314.578,3834,SNA,IAD,US,US,1194,domestic
LAS-DFW,404745,19,21302.37,3836,LAS,DFW,US,US,1195,domestic
SJO-JFK,404363,19,21282.264,3837,SJO,JFK,CR,US,1196,international
ORD-MSY,404363,19,21282.264,3837,ORD,MSY,US,US,1197,domestic
EWR-YVR,404360,19,21282.105,3839,EWR,YVR,US,CA,1198,international
SMF-SAN,404353,19,21281.736,3840,SMF,SAN,US,US,1199,domestic
PHL-SJU,404336,19,21280.842,3841,PHL,SJU,US,US,1200,domestic
IAH-DEN,403265,19,21224.475,3845,IAH,DEN,US,US,1201,domestic
MSP-JFK,401900,19,21152.63,3850,MSP,JFK,US,US,1202,domestic
BER-EWR,401370,19,21124.736,3853,BER,EWR,DE,US,1203,international
BOS-SNA,401190,19,21115.264,3858,BOS,SNA,US,US,1204,domestic
BOG-MCO,400008,19,21053.053,3871,BOG,MCO,CO,US,1205,international
FCO-FLL,399933,19,21049.105,3873,FCO,FLL,IT,US,1206,international
IAD-SJC,398976,19,20998.736,3881,IAD,SJC,US,US,1207,domestic
LHR-DEN,398961,19,20997.947,3883,LHR,DEN,GB,US,1208,international
ATH-LGA,398626,15,20980.316,3886,ATH,LGA,GR,US,1209,international
LGA-SDQ,398421,19,20969.525,3888,LGA,SDQ,US,DO,1210,international
DEN-LHR,398244,19,20960.21,3890,DEN,LHR,US,GB,1211,international
LGA-MBJ,398215,19,20958.684,3891,LGA,MBJ,US,JM,1212,international
LGA-YVR,397290,19,20910.0,3894,LGA,YVR,US,CA,1213,international
FLL-SEA,396944,19,20891.79,3896,FLL,SEA,US,US,1214,domestic
ATL-SEA,396425,19,20864.475,3897,ATL,SEA,US,US,1215,domestic
MIA-MCO,395665,19,20824.475,3901,MIA,MCO,US,US,1216,domestic
CPH-JFK,394792,19,20778.525,3904,CPH,JFK,DK,US,1217,international
SFO-FCO,394545,19,20765.525,3905,SFO,FCO,US,IT,1218,international
CPH-EWR,394133,19,20743.842,3911,CPH,EWR,DK,US,1219,international
SYD-JFK,393786,19,20725.578,3914,SYD,JFK,AU,US,1220,international
MCO-ONT,392858,19,20676.736,3920,MCO,ONT,US,US,1221,domestic
PHL-LAX,392604,19,20663.37,3922,PHL,LAX,US,US,1222,domestic
LAS-PDX,392581,19,20662.158,3923,LAS,PDX,US,US,1223,domestic
JFK-IAD,391821,14,20622.158,3929,JFK,IAD,US,US,1224,domestic
LAX-MAD,390150,19,20534.21,3938,LAX,MAD,US,ES,1225,international
LAX-DUB,388763,19,20461.21,3943,LAX,DUB,US,IE,1226,international
PHL-LAS,386918,19,20364.105,3949,PHL,LAS,US,US,1227,domestic
UIO-MIA,386693,19,20352.264,3951,UIO,MIA,EC,US,1228,international
SJC-FLL,386534,19,20343.895,3953,SJC,FLL,US,US,1229,domestic
EWR-BUF,385942,19,20312.736,3955,EWR,BUF,US,US,1230,domestic
LAX-LCY,385771,12,20303.736,3957,LAX,LCY,US,GB,1231,international
MSP-SEA,385735,19,20301.842,3959,MSP,SEA,US,US,1232,domestic
DCA-YYZ,385584,19,20293.895,3960,DCA,YYZ,US,CA,1233,international
FLL-MCO,385206,19,20274.0,3963,FLL,MCO,US,US,1234,domestic
MSP-LGA,384496,19,20236.63,3964,MSP,LGA,US,US,1235,domestic
DCA-SJC,384259,19,20224.158,3966,DCA,SJC,US,US,1236,domestic
IAH-MCO,383319,19,20174.684,3973,IAH,MCO,US,US,1237,domestic
EWR-SLC,382843,19,20149.63,3976,EWR,SLC,US,US,1238,domestic
DTW-MIA,382823,19,20148.578,3977,DTW,MIA,US,US,1239,domestic
ORD-OAK,382260,13,20118.947,3979,ORD,OAK,US,US,1240,domestic
LGB-DFW,381963,19,20103.316,3980,LGB,DFW,US,US,1241,domestic
KUL-JFK,381734,19,20091.264,3984,KUL,JFK,MY,US,1242,international
ORD-HOU,381284,19,20067.578,3989,ORD,HOU,US,US,1243,domestic
HYD-ORD,381250,19,20065.79,3990,HYD,ORD,IN,US,1244,international
MIA-CTG,381160,19,20061.053,3991,MIA,CTG,US,CO,1245,international
IAD-YYZ,380899,19,20047.316,3994,IAD,YYZ,US,CA,1246,international
PBI-LAX,380874,19,20046.0,3995,PBI,LAX,US,US,1247,domestic
FLL-CDG,380487,19,20025.63,3999,FLL,CDG,US,FR,1248,international
JFK-ZRH,380390,19,20020.525,4001,JFK,ZRH,US,CH,1249,international
LGA-PDX,380379,19,20019.947,4002,LGA,PDX,US,US,1250,domestic
CDG-PBI,380147,19,20007.736,4004,CDG,PBI,FR,US,1251,international
LGA-BUF,380042,19,20002.21,4005,LGA,BUF,US,US,1252,domestic
CUN-ORD,379541,19,19975.842,4007,CUN,ORD,MX,US,1253,international
ORD-SAN,379337,19,19965.105,4009,ORD,SAN,US,US,1254,domestic
DEN-SFO,378873,19,19940.684,4015,DEN,SFO,US,US,1255,domestic
JFK-ROC,378598,17,19926.21,4019,JFK,ROC,US,US,1256,domestic
JFK-SLC,378329,19,19912.053,4023,JFK,SLC,US,US,1257,domestic
LAS-ATL,377943,19,19891.736,4025,LAS,ATL,US,US,1258,domestic
PBI-IAH,377780,16,19883.158,4027,PBI,IAH,US,US,1259,domestic
LGA-BKK,377741,13,19881.105,4029,LGA,BKK,US,TH,1260,international
SJO-EWR,377411,19,19863.736,4030,SJO,EWR,CR,US,1261,international
AUS-SFO,376554,19,19818.63,4036,AUS,SFO,US,US,1262,domestic
IAD-ORY,376542,17,19818.0,4037,IAD,ORY,US,FR,1263,international
JFK-MSP,376409,19,19811.0,4038,JFK,MSP,US,US,1264,domestic
VCP-EWR,376384,13,19809.684,4040,VCP,EWR,BR,US,1265,international
SEA-DFW,375640,19,19770.525,4044,SEA,DFW,US,US,1266,domestic
HOU-MEX,375291,16,19752.158,4046,HOU,MEX,US,MX,1267,international
MAD-PBI,374269,18,19698.37,4059,MAD,PBI,ES,US,1268,international
ICN-SJC,374195,11,19694.475,4060,ICN,SJC,KR,US,1269,international
JFK-STI,373848,19,19676.21,4062,JFK,STI,US,DO,1270,international
TLV-MIA,373826,19,19675.053,4063,TLV,MIA,IL,US,1271,international
SEA-FLL,373664,19,19666.525,4065,SEA,FLL,US,US,1272,domestic
DFW-SJC,373026,19,19632.947,4069,DFW,SJC,US,US,1273,domestic
BOS-ORY,372788,19,19620.422,4071,BOS,ORY,US,FR,1274,international
LGA-MSP,372744,19,19618.105,4072,LGA,MSP,US,US,1275,domestic
JFK-SYD,372689,19,19615.21,4073,JFK,SYD,US,AU,1276,international
LHR-IAH,372600,19,19610.525,4076,LHR,IAH,GB,US,1277,international
LGA-AMS,372165,19,19587.63,4082,LGA,AMS,US,NL,1278,international
ARN-EWR,372122,19,19585.37,4083,ARN,EWR,SE,US,1279,international
CDG-SNA,371784,16,19567.578,4085,CDG,SNA,FR,US,1280,international
DUB-ORD,371630,19,19559.475,4086,DUB,ORD,IE,US,1281,international
BWI-CDG,371281,19,19541.105,4087,BWI,CDG,US,FR,1282,international
SLC-LAS,369559,19,19450.475,4098,SLC,LAS,US,US,1283,domestic
ARN-JFK,369359,19,19439.947,4101,ARN,JFK,SE,US,1284,international
BOS-CUN,368894,19,19415.475,4105,BOS,CUN,US,MX,1285,international
ONT-OGG,368312,19,19384.842,4106,ONT,OGG,US,US,1286,domestic
SJC-BOM,368242,19,19381.158,4107,SJC,BOM,US,IN,1287,international
LAS-MIA,367992,19,19368.0,4112,LAS,MIA,US,US,1288,domestic
BWI-DFW,367758,19,19355.684,4116,BWI,DFW,US,US,1289,domestic
OAK-OGG,367608,19,19347.79,4118,OAK,OGG,US,US,1290,domestic
DAL-LAX,366794,19,19304.947,4122,DAL,LAX,US,US,1291,domestic
EWR-CHS,365488,19,19236.21,4132,EWR,CHS,US,US,1292,domestic
JFK-BUF,365300,18,19226.316,4133,JFK,BUF,US,US,1293,domestic
MSY-MIA,365094,19,19215.475,4134,MSY,MIA,US,US,1294,domestic
FLL-SJU,365090,19,19215.264,4135,FLL,SJU,US,US,1295,domestic
MIA-GYE,364105,19,19163.422,4141,MIA,GYE,US,EC,1296,international
TPA-ORD,364100,19,19163.158,4142,TPA,ORD,US,US,1297,domestic
SAN-SEA,363920,19,19153.684,4145,SAN,SEA,US,US,1298,domestic
DTW-FLL,363073,19,19109.105,4149,DTW,FLL,US,US,1299,domestic
OAK-SLC,362724,16,19090.736,4155,OAK,SLC,US,US,1300,domestic
FLL-NAS,361947,19,19049.842,4160,FLL,NAS,US,BS,1301,international
DCA-DFW,361522,19,19027.475,4163,DCA,DFW,US,US,1302,domestic
ICN-DFW,361173,19,19009.105,4164,ICN,DFW,KR,US,1303,international
YVR-SJC,361039,19,19002.053,4165,YVR,SJC,CA,US,1304,international
GRU-LAX,360090,19,18952.105,4171,GRU,LAX,BR,US,1305,international
JFK-CTG,360061,19,18950.578,4173,JFK,CTG,US,CO,1306,international
MCO-MIA,359654,19,18929.158,4176,MCO,MIA,US,US,1307,domestic
DFW-ATL,358656,19,18876.63,4183,DFW,ATL,US,US,1308,domestic
SJC-CUN,357924,19,18838.105,4188,SJC,CUN,US,MX,1309,international
MCO-SFO,357879,19,18835.736,4189,MCO,SFO,US,US,1310,domestic
BUF-LGA,357855,18,18834.475,4191,BUF,LGA,US,US,1311,domestic
DUB-MCO,357676,19,18825.053,4192,DUB,MCO,IE,US,1312,international
MEX-MDW,357145,12,18797.105,4196,MEX,MDW,MX,US,1313,international
ORD-AUS,356026,19,18738.21,4206,ORD,AUS,US,US,1314,domestic
ORD-DUB,355778,19,18725.158,4207,ORD,DUB,US,IE,1315,international
SFO-PVR,355098,19,18689.37,4214,SFO,PVR,US,MX,1316,international
YVR-HNL,354780,19,18672.63,4215,YVR,HNL,CA,US,1317,international
SNA-PVR,354077,19,18635.63,4220,SNA,PVR,US,MX,1318,international
JFK-LOS,354050,19,18634.21,4221,JFK,LOS,US,NG,1319,international
LAX-SJO,353852,19,18623.79,4222,LAX,SJO,US,CR,1320,international
LHR-PHL,353741,19,18617.947,4223,LHR,PHL,GB,US,1321,international
EWR-ROC,353427,16,18601.422,4226,EWR,ROC,US,US,1322,domestic
FLL-SNA,352703,16,18563.316,4233,FLL,SNA,US,US,1323,domestic
SLC-SFO,352643,19,18560.158,4234,SLC,SFO,US,US,1324,domestic
BWI-YYZ,352447,19,18549.842,4236,BWI,YYZ,US,CA,1325,international
ORD-PHL,352328,19,18543.578,4239,ORD,PHL,US,US,1326,domestic
SFO-BLR,352107,19,18531.947,4240,SFO,BLR,US,IN,1327,international
BKK-ORD,351715,19,18511.316,4241,BKK,ORD,TH,US,1328,international
MIA-MSY,351556,19,18502.947,4242,MIA,MSY,US,US,1329,domestic
LCY-LAS,351288,16,18488.842,4244,LCY,LAS,GB,US,1330,international
BCN-FLL,350761,19,18461.105,4254,BCN,FLL,ES,US,1331,international
MEX-SAT,350652,19,18455.37,4255,MEX,SAT,MX,US,1332,international
DTW-BOS,350331,19,18438.475,4259,DTW,BOS,US,US,1333,domestic
SYD-EWR,350285,19,18436.053,4260,SYD,EWR,AU,US,1334,international
LAX-RNO,350206,19,18431.895,4261,LAX,RNO,US,US,1335,domestic
ATL-BUR,350055,17,18423.947,4263,ATL,BUR,US,US,1336,domestic
AMS-LAX,349901,19,18415.842,4265,AMS,LAX,NL,US,1337,international
ONT-GUA,349608,14,18400.422,4267,ONT,GUA,US,GT,1338,international
MSP-DEN,348450,19,18339.475,4279,MSP,DEN,US,US,1339,domestic
MDW-ATL,347670,14,18298.422,4290,MDW,ATL,US,US,1340,domestic
LAX-GRU,347588,19,18294.105,4291,LAX,GRU,US,BR,1341,international
IAD-DFW,347257,19,18276.684,4294,IAD,DFW,US,US,1342,domestic
MCO-CUN,346335,19,18228.158,4303,MCO,CUN,US,MX,1343,international
OAK-DEL,345965,15,18208.684,4305,OAK,DEL,US,IN,1344,international
JFK-MUC,345091,19,18162.684,4312,JFK,MUC,US,DE,1345,international
IAD-BOM,344654,19,18139.684,4317,IAD,BOM,US,IN,1346,international
LGA-BWI,344076,13,18109.264,4323,LGA,BWI,US,US,1347,domestic
BUF-EWR,343774,16,18093.37,4325,BUF,EWR,US,US,1348,domestic
BOS-SEA,343272,19,18066.947,4326,BOS,SEA,US,US,1349,domestic
MIA-GIG,342288,19,18015.158,4337,MIA,GIG,US,BR,1350,international
SNA-OGG,342067,19,18003.525,4341,SNA,OGG,US,US,1351,domestic
MIA-NAS,341549,19,17976.264,4345,MIA,NAS,US,BS,1352,international
LAX-PHL,341021,19,17948.475,4350,LAX,PHL,US,US,1353,domestic
TLV-LAX,340947,19,17944.578,4351,TLV,LAX,IL,US,1354,international
ATL-IAH,340821,19,17937.947,4353,ATL,IAH,US,US,1355,domestic
GVA-JFK,340483,19,17920.158,4357,GVA,JFK,CH,US,1356,international
SJC-YYZ,340395,16,17915.525,4358,SJC,YYZ,US,CA,1357,international
DTW-LAX,339267,19,17856.158,4365,DTW,LAX,US,US,1358,domestic
YYZ-SFO,339027,19,17843.525,4368,YYZ,SFO,CA,US,1359,international
ORD-LIS,339007,19,17842.475,4369,ORD,LIS,US,PT,1360,international
JFK-BRU,338906,19,17837.158,4371,JFK,BRU,US,BE,1361,international
BOS-LAS,338770,19,17830.0,4372,BOS,LAS,US,US,1362,domestic
LIN-MIA,337512,19,17763.79,4385,LIN,MIA,IT,US,1363,international
YYZ-PBI,337511,13,17763.736,4386,YYZ,PBI,CA,US,1364,international
HOU-LAS,337482,19,17762.21,4387,HOU,LAS,US,US,1365,domestic
EWR-LOS,336657,19,17718.79,4396,EWR,LOS,US,NG,1366,international
LAX-CGK,336119,19,17690.475,4397,LAX,CGK,US,ID,1367,international
GVA-EWR,335779,19,17672.578,4400,GVA,EWR,CH,US,1368,international
BOS-FCO,335444,19,17654.947,4403,BOS,FCO,US,IT,1369,international
LGA-SLC,335227,19,17643.525,4405,LGA,SLC,US,US,1370,domestic
BOS-HKG,334888,12,17625.684,4406,BOS,HKG,US,HK,1371,international
MXP-LAX,334702,19,17615.895,4407,MXP,LAX,IT,US,1372,international
SFO-GDL,334299,19,17594.684,4410,SFO,GDL,US,MX,1373,international
BCN-LAX,334011,19,17579.525,4413,BCN,LAX,ES,US,1374,international
BOS-DTW,333904,19,17573.895,4415,BOS,DTW,US,US,1375,domestic
FLL-FCO,333726,19,17564.525,4417,FLL,FCO,US,IT,1376,international
DEN-PBI,333656,19,17560.842,4418,DEN,PBI,US,US,1377,domestic
MSP-PHX,333256,19,17539.79,4424,MSP,PHX,US,US,1378,domestic
AUS-SAN,333205,19,17537.105,4425,AUS,SAN,US,US,1379,domestic
BOG-LAX,333110,19,17532.105,4426,BOG,LAX,CO,US,1380,international
EWR-STI,333018,19,17527.264,4427,EWR,STI,US,DO,1381,international
ORD-ORY,332640,16,17507.37,4429,ORD,ORY,US,FR,1382,international
SLC-JFK,332602,19,17505.37,4430,SLC,JFK,US,US,1383,domestic
EWR-ZRH,332389,19,17494.158,4431,EWR,ZRH,US,CH,1384,international
DEN-MEX,332257,19,17487.21,4432,DEN,MEX,US,MX,1385,international
LAX-DTW,331554,19,17450.21,4437,LAX,DTW,US,US,1386,domestic
LAS-FLL,331543,19,17449.63,4438,LAS,FLL,US,US,1387,domestic
IAD-HYD,331014,19,17421.79,4441,IAD,HYD,US,IN,1388,international
ORD-AMD,330993,19,17420.684,4442,ORD,AMD,US,IN,1389,international
MCO-ATL,330778,19,17409.37,4446,MCO,ATL,US,US,1390,domestic
LAX-STL,330255,19,17381.842,4452,LAX,STL,US,US,1391,domestic
DFW-BWI,330131,19,17375.316,4453,DFW,BWI,US,US,1392,domestic
JFK-CHS,330063,19,17371.736,4454,JFK,CHS,US,US,1393,domestic
GYE-MIA,329921,19,17364.264,4456,GYE,MIA,EC,US,1394,international
YYZ-DCA,329760,19,17355.79,4458,YYZ,DCA,CA,US,1395,international
SFO-SJD,329310,19,17332.105,4461,SFO,SJD,US,MX,1396,international
MAN-LAX,329276,19,17330.316,4462,MAN,LAX,GB,US,1397,international
VCE-LGA,329254,19,17329.158,4463,VCE,LGA,IT,US,1398,international
PHL-CUN,329215,19,17327.105,4464,PHL,CUN,US,MX,1399,international
SLC-EWR,329202,19,17326.422,4465,SLC,EWR,US,US,1400,domestic
BOS-DUB,328750,19,17302.63,4470,BOS,DUB,US,IE,1401,international
DCA-DEN,328699,19,17299.947,4471,DCA,DEN,US,US,1402,domestic
LAS-LHR,327836,19,17254.525,4479,LAS,LHR,US,GB,1403,international
NAP-JFK,327125,19,17217.105,4485,NAP,JFK,IT,US,1404,international
IAD-LIS,326778,19,17198.842,4488,IAD,LIS,US,PT,1405,international
GYE-FLL,326590,19,17188.947,4491,GYE,FLL,EC,US,1406,international
GIG-JFK,326278,19,17172.525,4493,GIG,JFK,BR,US,1407,international
PBI-DFW,326270,18,17172.105,4494,PBI,DFW,US,US,1408,domestic
SAN-SMF,325659,19,17139.947,4497,SAN,SMF,US,US,1409,domestic
LAX-ATH,325456,19,17129.264,4500,LAX,ATH,US,GR,1410,international
EWR-MUC,325426,19,17127.684,4501,EWR,MUC,US,DE,1411,international
MEX-DFW,325397,19,17126.158,4502,MEX,DFW,MX,US,1412,international
JFK-OPO,324814,19,17095.475,4509,JFK,OPO,US,PT,1413,international
NAP-EWR,324502,19,17079.053,4510,NAP,EWR,IT,US,1414,international
YYZ-IAD,323974,19,17051.264,4512,YYZ,IAD,CA,US,1415,international
DFW-DCA,323798,19,17042.0,4514,DFW,DCA,US,US,1416,domestic
ICN-BOS,323671,19,17035.316,4515,ICN,BOS,KR,US,1417,international
UIO-FLL,323575,18,17030.264,4516,UIO,FLL,EC,US,1418,international
DEN-MSP,323532,19,17028.0,4517,DEN,MSP,US,US,1419,domestic
FLL-YUL,323353,19,17018.578,4519,FLL,YUL,US,CA,1420,international
GUA-LAX,323151,19,17007.947,4524,GUA,LAX,GT,US,1421,international
SGN-JFK,322557,14,16976.684,4536,SGN,JFK,VN,US,1422,international
SEA-YVR,321607,19,16926.684,4540,SEA,YVR,US,CA,1423,international
SLC-SJC,321402,19,16915.895,4545,SLC,SJC,US,US,1424,domestic
CUN-MCO,321049,19,16897.316,4548,CUN,MCO,MX,US,1425,international
